有村架純と浜辺美波が水着選んでるCM,4
【悲報】ワイホモ、友達と彼氏がほしい,16
FGOのストーリーの最後にマシュが言いそうなセリフ,3
ちんこって絶対うまいやろ…,12
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,7
正義マンの意識は戻ったんか？,1
イランさん、コロナで50人死亡,2
通信制学校に行くことになったけど,13
なんJ 夜のプリンセスコネクトリダイ部,94
最近のなんJに思うことを書くスレ、あまりにも不自然に落ちる,7
SSSS.GRIDMAN出演声優、バイク事故で死亡,104
【画像】井上和香で抜いてた奴ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,116
【朗報】exhentaiにとてつもない同人誌がアップロードされてしまう,57
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,933
明日国立受ける受験生集まれ！,11
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,65
【速報】ボーカルが一番無能なバンド、存在しない,176
【コロおじ集合】コロおじってなんJ常駐？普段どんなスレにいるのか教えてほしい,4
【春休み】なんJマッチングアプリ部【JD大量発生】,1
平日の昼間からとうすこ,345
ニコニコで過疎動画にコメントしたんやが,4
ノイズキャンセリングイヤホンってどれがいいん？,4
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,730
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,10
【悲報】阪神ボーア、2打席2三振,29
【急募】パチンコに行きたい欲を我慢する方法,6
阪神タイグースが優勝する夢を見た,1
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,545
ワイデブ、KFCチキン8ピースパックを頼み憤死,17
チーズ牛丼煽りマジでやめてくれ,1
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,428
正義マンの意識は戻ったんか？,2
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,6
いろんな物にいろんなアンチがついているけど、まだ会話できるだけマシって連中ばかりだよな,1
ワイ、エチエチベトナム人とチャットで仲良くなる,23
【悲報】日経平均先物－１０００円軽く突破,61
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,106
横浜の感染者が感染の情報公開を拒否　会見も中止,3
SONY、5G対応Xperia2Ⅱを発表,36
韓国834人死者7　イタリア157人死者4　日本147人死者1,13
一人暮らしエアプ「パスタ」「鶏むね肉」,100
【朗報】アオサにコロナウイルス増殖抑制効果確認,12
【悲報】山口県出身の有名な著名人いない…,19
川上哲治さん、まだ逝かない,1
コロナさん、20代も殺しにかかる,15
サイゼリヤで豪遊しようと思うんだが,40
【徹底討論】今年の楽天は２位以上になれるかどうか,6
ww2で枢軸側が勝つチャンスってあったん？,1
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,26
ムロツヨシ、佐藤二郎、八嶋智人、原田泰造、大泉洋「俺ら俳優なのに芸人より面白いだろ？」,607
うな重ってどのタイミングで食いに行けば良いの？,12
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,5
NPB所属球団「コロナ感染拡大防止の為ジェット風船禁止！！」,28
このご時世にイベント中止しない業界,10
自分のチンポは一生舐められないという事実,5
パズドラさん、FGOのキャラをパクってしまう,23
野球興味ないJ民おる？,3
今神社になんカスが死にますようにってお願いしてきた,3
クソみたいな女「ぴえん」いいね1200,6
けもフレガイジ「そうなのー？」「えーどうしてー」「福運積もう！」←この内輪ノリウザくね？,12
徳川家康「あ、武田信玄やん！後ろから襲ったろ！！」,1
有村架純と浜辺美波が水着選んでるCM,4
【悲報】ワイホモ、友達と彼氏がほしい,16
FGOのストーリーの最後にマシュが言いそうなセリフ,3
ちんこって絶対うまいやろ…,12
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,7
イランさん、コロナで50人死亡,2
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,72
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,735
【悲報】阪神ボーア、2打席2三振,32
通信制学校に行くことになったけど,14
ワイ、エチエチベトナム人とチャットで仲良くなる,24
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,432
NPB所属球団「コロナ感染拡大防止の為ジェット風船禁止！！」,30
パズドラさん、FGOのキャラをパクってしまう,27
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,12
【悲報】日経平均先物－１０００円軽く突破,65
SSSS.GRIDMAN出演声優、バイク事故で死亡,109
【朗報】exhentaiにとてつもない同人誌がアップロードされてしまう,60
平日の昼間からとうすこ,351
【徹底討論】今年の楽天は２位以上になれるかどうか,7
新ドラマ「7年B組 中日先生」,1
ムロツヨシ、佐藤二郎、八嶋智人、原田泰造、大泉洋「俺ら俳優なのに芸人より面白いだろ？」,609
なんJ民「このオカズクッソシコれたわ！みんなにも共有したろ！」←これ,1
なんJ 夜のプリンセスコネクトリダイ部,97
一人暮らしエアプ「パスタ」「鶏むね肉」,104
なんj最大の謎「オクトパストラベラーの悲劇」,1
SONY、5G対応Xperia2Ⅱを発表,38
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,547
韓国834人死者7　イタリア157人死者4　日本147人死者1,14
ニコニコで過疎動画にコメントしたんやが,5
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,108
クソみたいな女「ぴえん」いいね1200,7
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,27
【悲報】ワイホモ、友達と彼氏がほしい,17
最近のなんJに思うことを書くスレ、あまりにも不自然に落ちる,10
【画像】井上和香で抜いてた奴ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,117
ww2で枢軸側が勝つチャンスってあったん？,2
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,933
明日国立受ける受験生集まれ！,11
【速報】ボーカルが一番無能なバンド、存在しない,176
【コロおじ集合】コロおじってなんJ常駐？普段どんなスレにいるのか教えてほしい,4
【春休み】なんJマッチングアプリ部【JD大量発生】,1
ノイズキャンセリングイヤホンってどれがいいん？,4
【急募】パチンコに行きたい欲を我慢する方法,7
阪神タイグースが優勝する夢を見た,1
ワイデブ、KFCチキン8ピースパックを頼み憤死,17
チーズ牛丼煽りマジでやめてくれ,1
正義マンの意識は戻ったんか？,2
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,6
いろんな物にいろんなアンチがついているけど、まだ会話できるだけマシって連中ばかりだよな,1
横浜の感染者が感染の情報公開を拒否　会見も中止,4
【朗報】アオサにコロナウイルス増殖抑制効果確認,13
【悲報】山口県出身の有名な著名人いない…,19
川上哲治さん、まだ逝かない,1
コロナさん、20代も殺しにかかる,15
サイゼリヤで豪遊しようと思うんだが,40
うな重ってどのタイミングで食いに行けば良いの？,12
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,5
このご時世にイベント中止しない業界,10
自分のチンポは一生舐められないという事実,5
野球興味ないJ民おる？,4
今神社になんカスが死にますようにってお願いしてきた,3
けもフレガイジ「そうなのー？」「えーどうしてー」「福運積もう！」←この内輪ノリウザくね？,12
徳川家康「あ、武田信玄やん！後ろから襲ったろ！！」,1
有村架純と浜辺美波が水着選んでるCM,4
FGOのストーリーの最後にマシュが言いそうなセリフ,3
ちんこって絶対うまいやろ…,12
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,7
イランさん、コロナで50人死亡,2
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,963
【朗報】exhentaiにとてつもない同人誌がアップロードされてしまう,66
なんJ 夜のプリンセスコネクトリダイ部,103
【急募】パチンコに行きたい欲を我慢する方法,13
【朗報】アオサにコロナウイルス増殖抑制効果確認,15
平日の昼間からとうすこ,359
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,448
韓国834人死者7　イタリア157人死者4　日本147人死者1,18
【悲報】日経平均先物－１０００円軽く突破,78
一人暮らしエアプ「パスタ」「鶏むね肉」,121
SSSS.GRIDMAN出演声優、バイク事故で死亡,130
チーズ牛丼煽りマジでやめてくれ,5
【速報】ボーカルが一番無能なバンド、存在しない,186
ワイ、エチエチベトナム人とチャットで仲良くなる,26
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,99
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,32
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,753
なんj最大の謎「オクトパストラベラーの悲劇」,8
パズドラさん、FGOのキャラをパクってしまう,32
けもフレガイジ「そうなのー？」「えーどうしてー」「福運積もう！」←この内輪ノリウザくね？,15
【コロおじ集合】コロおじってなんJ常駐？普段どんなスレにいるのか教えてほしい,8
うな重ってどのタイミングで食いに行けば良いの？,15
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,11
なんJ民、新小岩で自殺してしまう,2
ww2で枢軸側が勝つチャンスってあったん？,4
【悲報】阪神ボーア、2打席2三振,36
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,18
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,112
ニコニコで過疎動画にコメントしたんやが,9
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,564
【悲報】ワイホモ、友達と彼氏がほしい,19
ノイズキャンセリングイヤホンってどれがいいん？,7
NPB所属球団「コロナ感染拡大防止の為ジェット風船禁止！！」,33
野球興味ないJ民おる？,7
横浜の感染者が感染の情報公開を拒否　会見も中止,8
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,8
SONY、5G対応Xperia2Ⅱを発表,41
巨人期待若手外野手、怪我で交代ｗｗｗ,2
【悲報】痴漢正義マンの嫁は乞食マンだった,1
なんJ民「このオカズクッソシコれたわ！みんなにも共有したろ！」←これ,2
ワイデブ、KFCチキン8ピースパックを頼み憤死,21
【悲報】山口県出身の有名な著名人いない…,23
刀使ノ巫女ってアニメ見終わった,1
明日国立受ける受験生集まれ！,14
五輪組織委「イチかバチか、大会でウイルスをばらまけば、日本は歴史に名を残せることになる」,1
有村架純と浜辺美波が水着選んでるCM,5
最近のなんJに思うことを書くスレ、あまりにも不自然に落ちる,13
【悲報】正義マン、KY過ぎる,1
今神社になんカスが死にますようにってお願いしてきた,4
日本人さん、コロナに対する危機感がなさすぎる,1
サイゼリヤで豪遊しようと思うんだが,42
通信制学校に行くことになったけど,17
新ドラマ「7年B組 中日先生」,4
【画像】井上和香で抜いてた奴ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,119
徳川家康「あ、武田信玄やん！後ろから襲ったろ！！」,2
【徹底討論】今年の楽天は２位以上になれるかどうか,8
【朗報】なんJ、サッカー煽りスレが完全になくなる,1
クソみたいな女「ぴえん」いいね1200,7
【春休み】なんJマッチングアプリ部【JD大量発生】,2
阪神タイグースが優勝する夢を見た,1
正義マンの意識は戻ったんか？,2
いろんな物にいろんなアンチがついているけど、まだ会話できるだけマシって連中ばかりだよな,1
川上哲治さん、まだ逝かない,1
コロナさん、20代も殺しにかかる,15
このご時世にイベント中止しない業界,10
自分のチンポは一生舐められないという事実,5
FGOのストーリーの最後にマシュが言いそうなセリフ,3
ちんこって絶対うまいやろ…,12
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,7
イランさん、コロナで50人死亡,2
平日の昼間からとうすこ,372
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,983
一人暮らしエアプ「パスタ」「鶏むね肉」,130
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,127
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,36
なんj最大の謎「オクトパストラベラーの悲劇」,12
【徹底討論】今年の楽天は２位以上になれるかどうか,11
エロ漫画男「フェラで顔射！パイズリでも射精！ゴム有り射精！最後に大量膣内射精！」,2
【速報】ボーカルが一番無能なバンド、存在しない,205
なんJ 夜のプリンセスコネクトリダイ部,111
このご時世にイベント中止しない業界,12
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,782
ワイデブ、KFCチキン8ピースパックを頼み憤死,25
千代田桃さん、シャミ子とミカンのデートに出くわし落ち込む,1
ノイズキャンセリングイヤホンってどれがいいん？,10
なんJでアニ豚が鉄オタほど叩かれない理由,3
チーズ牛丼煽りマジでやめてくれ,7
【悲報】阪神ボーア、2打席2三振,41
初めてソープ行ったんだが,4
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,27
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,457
【悲報】日経平均先物－１０００円軽く突破,92
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,117
ワイ、エチエチベトナム人とチャットで仲良くなる,31
SSSS.GRIDMAN出演声優、バイク事故で死亡,152
【朗報】アオサにコロナウイルス増殖抑制効果確認,18
横浜の感染者が感染の情報公開を拒否　会見も中止,11
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,574
SONY、5G対応Xperia2Ⅱを発表,46
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,10
新ドラマ「7年B組 中日先生」,8
ワイ「左手やばぃ……」なんJ民「平気や晒してみろ彡(^)(^)」,1
ドスケベ・ザ・エッチセックスとかいうワード,4
うな重ってどのタイミングで食いに行けば良いの？,17
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,15
【悲報】山口県出身の有名な著名人いない…,26
政権奪取する方法思いついた。,1
【悲報】痴漢正義マンの嫁は乞食マンだった,2
【悲報】なんJ、台風時の養生テープの乱から何も成長してないことが判明してしまう,1
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,9
通信制学校に行くことになったけど,19
サムライ8、もはや話題にならない,1
ww2で枢軸側が勝つチャンスってあったん？,6
ちんこって絶対うまいやろ…,13
【悲報】日経平均先物－１０００円軽く突破,116
【悲報】山口県出身の有名な著名人いない…,29
ノイズキャンセリングイヤホンってどれがいいん？,11
ちんこって絶対うまいやろ…,15
うな重ってどのタイミングで食いに行けば良いの？,19
【悲報】阪神ボーア、2打席2三振,52
ワイ「左手やばぃ……」なんJ民「平気や晒してみろ彡(^)(^)」,10
【朗報】ワイのタマモキャット、めちゃくちゃ強い,3
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,468
一人暮らしエアプ「パスタ」「鶏むね肉」,144
ワイの胸にキスをしたら,1
【悲報】痴漢正義マンの嫁は乞食マンだった,6
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,807
なんJ 夜のプリンセスコネクトリダイ部,118
ワイ、エチエチベトナム人とチャットで仲良くなる,32
なんJでアニ豚が鉄オタほど叩かれない理由,8
俺氏、今日一日でマスク50枚確保,4
なんj最大の謎「オクトパストラベラーの悲劇」,17
横浜の感染者が感染の情報公開を拒否　会見も中止,14
Twitterで関わってはいけない奴の特徴「投稿がRTだらけ」「プロフィールが滅茶苦茶長い」,2
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,31
エロ漫画男「フェラで顔射！パイズリでも射精！ゴム有り射精！最後に大量膣内射精！」,5
【速報】ボーカルが一番無能なバンド、存在しない,218
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,995
通信制学校に行くことになったけど,21
【朗報】アオサにコロナウイルス増殖抑制効果確認,19
【悲報】バアさん、38.8度の高熱があるのにマスクもせずバスツアーを満喫【コロナ】,2
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,123
【なぞなぞ】攻撃しながら褒めてくれるゲームのキャラはだーれだ,12
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,147
平日の昼間からとうすこ,379
サムライ8、もはや話題にならない,2
SSSS.GRIDMAN出演声優、バイク事故で死亡,163
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,13
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,19
新ドラマ「7年B組 中日先生」,11
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,584
正弦定理・余弦定理←こいつら地味にすごくね？,1
日本政府「エボラはすぐ消えたのにコロナはなんでこんなに続くの？」,1
「～の相方の名前が出てこない」　←　「～」に芸人の名前を入れて適切な文章にせよ,1
チーズ牛丼煽りマジでやめてくれ,10
ワイデブ、KFCチキン8ピースパックを頼み憤死,29
初めてソープ行ったんだが,7
SONY、5G対応Xperia2Ⅱを発表,49
【悲報】日経平均、逝く。,1
【徹底討論】今年の楽天は２位以上になれるかどうか,15
イラン、５０人死亡,1
五輪五輪言ってるけど、プロ野球（去年の観客動員2653万人）←こいつのほうがヤバくないか？,1
【悲報】テレ東松丸アナ、真面目な報道志望なのに腫れ物扱い,1
ドスケベ・ザ・エッチセックスとかいうワード,7
政権奪取する方法思いついた。,2
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,37
このご時世にイベント中止しない業界,12
千代田桃さん、シャミ子とミカンのデートに出くわし落ち込む,1
【悲報】なんJ、台風時の養生テープの乱から何も成長してないことが判明してしまう,1
ww2で枢軸側が勝つチャンスってあったん？,6
チノちゃん「やっと自分の店の開店資金が貯まりました！これで夢のカフェオーナーですよ！！」,41
【悲報】日経平均先物－１０００円軽く突破,139
【悲報】痴漢正義マンの嫁は乞食マンだった,8
SONY、5G対応Xperia2Ⅱを発表,53
【訃報】文化放送・松島茂アナ、肺腺がんのため死去　４７歳。西武など実況など担当。,27
【悲報】バアさん、38.8度の高熱があるのにマスクもせずバスツアーを満喫【コロナ】,3
平日の昼間からとうすこ,387
マスク品薄なのにみんなマスクつけてるんやがどこで入手したん・？？？？,830
【画像】島育ちの田舎女子小学生がヤリマンギャルになるまでの過程を楽しむスレ,159
Twitterで関わってはいけない奴の特徴「投稿がRTだらけ」「プロフィールが滅茶苦茶長い」,5
【速報】ボーカルが一番無能なバンド、存在しない,228
近藤真彦について知っていることωωωωωωωωωωωωωωωωωωωωω,129
ワイ「左手やばぃ……」なんJ民「平気や晒してみろ彡(^)(^)」,17
【大爆笑】ヤクルトスワローズ2軍、逝くωωωωωωωωωωωωωωωωωω,596
ノイズキャンセリングイヤホンってどれがいいん？,16
なんJ 夜のプリンセスコネクトリダイ部,127
一人暮らしエアプ「パスタ」「鶏むね肉」,157
SSSS.GRIDMAN出演声優、バイク事故で死亡,180
レブロン・ジェームズさんについて知っていること,3
新ドラマ「7年B組 中日先生」,13
【悲報】パズドラ魔法石格差プレゼントで炎上,3
政権奪取する方法思いついた。,3
五輪組織委「イチかバチか、ウイルスに勝って大会を成功させれば、日本は歴史に名を残せることになる」,3
【悲報】阪神ボーア、2打席2三振,57
文化放送の松島しんどるやん,1
俺氏、今日一日でマスク50枚確保,7
チーズ牛丼煽りマジでやめてくれ,14
試合前巨人ファン「阪神ボコった広島相手にサンチェスか。おもろいな」,36
うな重ってどのタイミングで食いに行けば良いの？,22
【世紀の一戦】バッタ4000億匹vsアヒル10万羽,14
なんj最大の謎「オクトパストラベラーの悲劇」,18
佐倉杏子ちゃんすき,1
エロ漫画男「フェラで顔射！パイズリでも射精！ゴム有り射精！最後に大量膣内射精！」,9
なんJでアニ豚が鉄オタほど叩かれない理由,12
【速報】OH!バンデス、3月末で打ち切り,1
ワイデブ、KFCチキン8ピースパックを頼み憤死,31
【悲報】山口県出身の有名な著名人いない…,32
【徹底討論】今年の楽天は２位以上になれるかどうか,18
君らなんJの前はどこの板におったん？,2
ワイがAma.zonで買ったワイヤレスイヤホンどうや？,1
【朗報】ワイのタマモキャット、めちゃくちゃ強い,7
なんjコロナウィルスに感染したいのにしたい部,1
朝ワイ｢出かけるぞ！買い物して！飯食って！おおおおおお！！｣,2
そういやFGOって聞かなくなったな,1
通信制学校に行くことになったけど,23
【悲報】スズメさん、寒すぎてパンパンに膨らんでしまう,477
ww2で枢軸側が勝つチャンスってあったん？,8
正弦定理・余弦定理←こいつら地味にすごくね？,2
イラン、５０人死亡,2
「～の相方の名前が出てこない」　←　「～」に芸人の名前を入れて適切な文章にせよ,2
ワイの胸にキスをしたら,2
日本政府「エボラはすぐ消えたのにコロナはなんでこんなに続くの？」,3
【朗報】アオサにコロナウイルス増殖抑制効果確認,20
ワイ、エチエチベトナム人とチャットで仲良くなる,33
